NU_IDENTIFICADOR;IBGE;co_seq_dirigente;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;q_34_3;q_34_9;q_34_10;q_34_11;q_34_12;q_34_13;q_34_14;q_34_15;q_34_16;q_34_17;DataCenso;DataCenso_2018;q_34_2_rec;Idade;Faixas_etarias;d_34_9;d_34_11;d_34_9bin1;d_34_9bin2;d_34_9bin3;d_34_10bin1;d_34_10bin2;d_34_10bin3;d_34_10bin4;d_34_10bin5;d_34_11bin1;d_34_11bin2;d_34_11bin3;d_34_11bin4;d_34_9bin1_sum;d_34_9bin2_sum;d_34_9bin3_sum;d_34_10bin1_sum;d_34_10bin2_sum;d_34_10bin3_sum;d_34_10bin4_sum;d_34_10bin5_sum;d_34_11bin1_sum;d_34_11bin2_sum;d_34_11bin3_sum;d_34_11bin4_sum;nu_trabalhadores
13547802262;354780;1490933;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;256;238;139;248;20;15/03/2018;3; ; ;31.08.2018;8/31/2018;8/20/1960;58;4;1;2; ;1; ; ; ; ; ; ; ;1; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;329498;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;2;255;238;142;248;20;14/04/2016;3; ; ;31.08.2018;8/31/2018;04/03/1978;40;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1490903;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;257;238;139;248;20;09/01/2018;3; ; ;31.08.2018;8/31/2018;6/25/1981;37;2;2;2; ; ;1; ; ; ; ; ; ;1; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1490817;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;2;256;238;138;251;20;01/09/2017;1; ; ;31.08.2018;8/31/2018;6/24/1979;39;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1098400;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;257;238;138;21;20;01/03/2018;1; ; ;31.08.2018;8/31/2018;3/18/1979;39;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1490893;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;2;255;238;139;248;20;06/02/2018;3; ; ;31.08.2018;8/31/2018;2/25/1983;35;2;1;2; ;1; ; ; ; ; ; ; ;1; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1491222;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;2;255;238;139;248;20;02/05/2018;3; ; ;31.08.2018;8/31/2018;11/26/1983;34;2;1;2; ;1; ; ; ; ; ; ; ;1; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1196585;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;255;238;142;248;20;07/04/2016;3; ; ;31.08.2018;8/31/2018;1/14/1985;33;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1101088;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;255;238;142;248;20;01/06/2014;3; ; ;31.08.2018;8/31/2018;7/23/1986;32;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1491196;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;1;255;238;139;248;20;08/11/2017;3; ; ;31.08.2018;8/31/2018;11/28/1987;30;2;1;2; ;1; ; ; ; ; ; ; ;1; ; ;4;21;6;0;3;0;0;1;9;9;0;13;31
13547802262;354780;1196795;3547809;35;3;Santo André;676407;676407;0;Grande;175,782;2;255;238;142;248;20;20/06/2016;3; ; ;31.08.2018;8/31/2018;06/12/1995;23;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;4;21;6;0;3;0;0;1;9;9;0;13;31
13548503089;354850;327018;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;256;238;138;251;20;18/04/1994;2; ; ;31.08.2018;8/31/2018;04/10/1962;56;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;1385225;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;255;238;138;252;20;01/12/2015;3; ; ;31.08.2018;8/31/2018;11/21/1966;51;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;1075425;3548500;35;3;Santos;419400;419086;314;Grande;281,033;1;256;238;138;248;20;25/11/2013;3; ; ;31.08.2018;8/31/2018;4/15/1967;51;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;1465474;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;255;238;138;252;20;01/10/2017;3; ; ;31.08.2018;8/31/2018;12/08/1982;35;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;1385353;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;255;238;138;252;20;23/09/2016;3; ; ;31.08.2018;8/31/2018;5/21/1974;44;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;1433954;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;255;238;138;252;20;20/09/2016;3; ; ;31.08.2018;8/31/2018;09/11/1978;39;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;979118;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;255;238;138;252;20;03/02/2014;2;99; ;31.08.2018;8/31/2018;1/25/1977;41;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;868621;3548500;35;3;Santos;419400;419086;314;Grande;281,033;1;255;238;138;248;20;22/10/2012;3; ; ;31.08.2018;8/31/2018;05/03/1981;37;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;978955;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;255;238;138;252;20;06/10/2014;3; ; ;31.08.2018;8/31/2018;05/09/1984;34;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;668429;3548500;35;3;Santos;419400;419086;314;Grande;281,033;1;255;238;138;248;20;28/03/2018;2; ; ;31.08.2018;8/31/2018;09/11/1983;34;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;978556;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;255;238;138;252;20;10/06/2014;2;99; ;31.08.2018;8/31/2018;7/28/1990;28;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;868731;3548500;35;3;Santos;419400;419086;314;Grande;281,033;2;255;238;138;248;20;09/10/2012;3; ; ;31.08.2018;8/31/2018;08/05/1974;44;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
13548503089;354850;506877;3548500;35;3;Santos;419400;419086;314;Grande;281,033;1;255;238;138;252;20;19/09/2002;3; ; ;31.08.2018;8/31/2018;10/02/1953;64;5;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;14;32;1;8;0;2;3;46;0;0;0;46
14104803243;410480;1314808;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;2;257;238;138;248;263;01/08/2018;2;3;3;31.08.2018;8/31/2018;08/03/1982;36;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;7;3;0;1;0;0;0;9;0;0;1;10
14104803243;410480;727616;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;2;258;238;138;248;20;11/05/2018;2;2;3;31.08.2018;8/31/2018;9/20/1983;34;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;7;3;0;1;0;0;0;9;0;0;1;10
14104803243;410480;482518;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;2;255;238;138;248;20;01/09/2014;2;3;3;31.08.2018;8/31/2018;4/13/1982;36;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;7;3;0;1;0;0;0;9;0;0;1;10
14104803243;410480;975372;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;1;255;238;138;248;20;01/08/2018;2;2;3;31.08.2018;8/31/2018;04/10/1992;26;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;7;3;0;1;0;0;0;9;0;0;1;10
14104803243;410480;979082;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;1;256;238;138;248;20;01/09/2014;2;3;3;31.08.2018;8/31/2018;11/30/1963;54;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;7;3;0;1;0;0;0;9;0;0;1;10
14104803243;410480;975365;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;2;255;238;138;248;20;01/09/2014;2;3;3;31.08.2018;8/31/2018;10/19/1965;52;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;7;3;0;1;0;0;0;9;0;0;1;10
14104803243;410480;562155;4104808;41;4;Cascavel;286205;270049;16156;Grande;2100,831;1;255;238;138;254;20;04/05/1998;2;2;2;31.08.2018;8/31/2018;04/12/1970;48;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;7;3;0;1;0;0;0;9;0;0;1;10
14113700129;411370;965583;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;258;238;138;249;18;01/04/2014;3; ; ;31.08.2018;8/31/2018;1/17/1981;37;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;736669;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;258;238;138;249;18;02/01/2012;3; ; ;31.08.2018;8/31/2018;3/19/1978;40;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;674593;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;256;238;138;251;18;29/08/2011;2; ; ;31.08.2018;8/31/2018;6/25/1980;38;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;975277;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;255;238;138;248;18;01/10/2014;3; ; ;31.08.2018;8/31/2018;05/11/1980;38;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;735341;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;257;238;138;248;18;29/08/2011;3; ; ;31.08.2018;8/31/2018;11/20/1982;35;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;736666;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;2;256;238;138;248;18;16/04/2012;3; ; ;31.08.2018;8/31/2018;04/08/1980;38;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;1057040;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;256;238;138;248;18;03/11/2014;3; ; ;31.08.2018;8/31/2018;6/18/1986;32;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;1056596;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;258;238;138;248;18;01/09/2015;3; ; ;31.08.2018;8/31/2018;05/12/1989;29;1;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;736663;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;2;257;238;138;248;18;02/01/2012;3; ; ;31.08.2018;8/31/2018;5/29/1992;26;1;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;674623;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;257;238;138;248;18;29/09/2011;3; ; ;31.08.2018;8/31/2018;11/06/1984;33;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;674648;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;2;257;238;138;252;18;01/01/2011;3; ; ;31.08.2018;8/31/2018;03/12/1987;31;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;736667;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;255;238;138;248;18;02/01/2012;3; ; ;31.08.2018;8/31/2018;06/02/1993;25;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;872225;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;256;238;138;248;18;02/09/2013;3; ; ;31.08.2018;8/31/2018;5/29/1993;25;1;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;871849;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;257;238;138;248;18;01/04/2013;3; ; ;31.08.2018;8/31/2018;12/27/1962;55;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;964881;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;257;238;138;248;18;01/04/2014;3; ; ;31.08.2018;8/31/2018;3/28/1966;52;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;965601;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;255;238;138;248;18;03/06/2013;3; ; ;31.08.2018;8/31/2018;10/05/1968;49;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;1056545;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;1;255;238;138;248;18;01/12/2014;3; ; ;31.08.2018;8/31/2018;01/01/1972;46;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;965607;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;2;255;238;138;248;18;01/07/2014;3; ; ;31.08.2018;8/31/2018;3/24/1970;48;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
14113700129;411370;674656;4113700;41;4;Londrina;506701;493520;13181;Grande;1652,569;2;257;238;138;252;18;29/08/2011;3; ; ;31.08.2018;8/31/2018;3/26/1975;43;3;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;9;28;0;8;0;0;2;37;0;0;0;37
15008097764;150080;1319405;1500800;15;1;Ananindeua;471980;470819;1161;Grande;190,451;2;255;238;266;251;18;02/06/2017;1; ; ;31.08.2018;8/31/2018;4/18/1984;34;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;6;7;1;2;0;0;2;0;0;3;11;14
15008097764;150080;993071;1500800;15;1;Ananindeua;471980;470819;1161;Grande;190,451;1;255;238;266;248;18;12/04/2018;2; ; ;31.08.2018;8/31/2018;7/26/1964;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;6;7;1;2;0;0;2;0;0;3;11;14
15008097764;150080;993089;1500800;15;1;Ananindeua;471980;470819;1161;Grande;190,451;1;255;238;292;251;18;01/07/2014;1; ; ;31.08.2018;8/31/2018;4/27/1982;36;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;6;7;1;2;0;0;2;0;0;3;11;14
15008097764;150080;1319421;1500800;15;1;Ananindeua;471980;470819;1161;Grande;190,451;1;257;238;266;248;18;08/05/2017;2; ; ;31.08.2018;8/31/2018;7/13/1987;31;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;1;6;7;1;2;0;0;2;0;0;3;11;14
15014097758;150140;1485735;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;257;238;138;248;18;01/01/2018;3;2; ;31.08.2018;8/31/2018;6/18/1963;55;4;2;1; ; ;1; ; ; ; ; ;1; ; ; ;0;3;13;1;2;0;2;1;13;0;2;1;16
15014097758;150140;886592;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;2;256;238;138;248;18;29/10/2013;2;3; ;31.08.2018;8/31/2018;5/19/1982;36;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;3;13;1;2;0;2;1;13;0;2;1;16
15014098066;150140;1457109;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;255;238;291;253;18;01/04/2018;2; ; ;31.08.2018;8/31/2018;3/29/1993;25;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;1457106;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;254;238;292;248;18;27/03/2018; ; ; ;31.08.2018;8/31/2018;5/27/1962;56;4;0;3;1; ; ; ; ; ; ; ; ; ;1; ;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;1457115;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;255;238;291;251;18;01/08/2018;2; ; ;31.08.2018;8/31/2018;09/04/1956;61;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;364031;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;255;238;138;251;18;12/03/1987;1; ; ;31.08.2018;8/31/2018;04/03/1965;53;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;854850;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;2;255;238;138;248;18;01/02/1994;2; ; ;31.08.2018;8/31/2018;12/14/1969;48;3;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;493783;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;2;255;238;138;254;18;01/04/2011;99; ; ;31.08.2018;8/31/2018;06/03/1960;58;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;1457117;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;255;238;292;248;18;03/03/2015;2; ; ;31.08.2018;8/31/2018;11/07/1972;45;3;1;3; ;1; ; ; ; ; ; ; ; ;1; ;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;886606;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;257;238;138;248;18;02/12/2013;2; ; ;31.08.2018;8/31/2018;4/19/1984;34;2;2;1; ; ;1; ; ; ; ; ;1; ; ; ;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;1188734;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;255;238;138;248;18;24/06/2016;2; ; ;31.08.2018;8/31/2018;12/14/1984;33;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;733200;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;2;256;238;138;248;18;01/10/2012;3; ; ;31.08.2018;8/31/2018;11/07/1985;32;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;1;11;9;5;3;0;0;0;14;0;3;4;21
15014098066;150140;1457122;1501402;15;1;Belém;1393399;1381475;11924;Metrópole;1059,458;1;255;238;291;253;18;28/08/2018;2; ; ;31.08.2018;8/31/2018;04/08/1988;30;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;11;9;5;3;0;0;0;14;0;3;4;21
15017098028;150170;935669;1501709;15;1;Bragança;113227;72621;40606;Grande;2091,93;2;255;238;266;251;18;02/01/2017;99;99;99;31.08.2018;8/31/2018;04/11/1991;27;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;6;3;1;1;0;0;1;3;0;0;6;9
15017098028;150170;1297716;1501709;15;1;Bragança;113227;72621;40606;Grande;2091,93;2;255;238;266;248;18;02/01/2017;99;99;3;31.08.2018;8/31/2018;10/13/1980;37;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;6;3;1;1;0;0;1;3;0;0;6;9
15017098028;150170;1462841;1501709;15;1;Bragança;113227;72621;40606;Grande;2091,93;2;255;238;266;248;20;02/01/2018;99;99;3;31.08.2018;8/31/2018;03/12/1967;51;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;0;6;3;1;1;0;0;1;3;0;0;6;9
15017098028;150170;776921;1501709;15;1;Bragança;113227;72621;40606;Grande;2091,93;1;255;238;138;252;18;02/01/2017;99;99;99;31.08.2018;8/31/2018;7/24/1980;38;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;6;3;1;1;0;0;1;3;0;0;6;9
15017098028;150170;1050632;1501709;15;1;Bragança;113227;72621;40606;Grande;2091,93;2;255;238;138;252;18;02/01/2017;99;99;99;31.08.2018;8/31/2018;5/23/1979;39;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;6;3;1;1;0;0;1;3;0;0;6;9
15017098028;150170;1050681;1501709;15;1;Bragança;113227;72621;40606;Grande;2091,93;2;255;238;138;254;18;02/01/2017;99;99;99;31.08.2018;8/31/2018;01/04/1986;32;2;1;1; ;1; ; ; ; ; ; ;1; ; ; ;0;6;3;1;1;0;0;1;3;0;0;6;9
15068097814;150680;1443526;1506807;15;1;Santarém;294580;215790;78790;Grande;17898,389;2;255;238;266;254;263;01/02/2018;2; ; ;31.08.2018;8/31/2018;10/12/1961;56;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;5;10;2;1;0;0;2;1;0;0;16;17
15068097814;150680;976619;1506807;15;1;Santarém;294580;215790;78790;Grande;17898,389;1;257;238;266;248;18;02/01/2017;2; ; ;31.08.2018;8/31/2018;10/20/1979;38;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;5;10;2;1;0;0;2;1;0;0;16;17
15068097814;150680;1388131;1506807;15;1;Santarém;294580;215790;78790;Grande;17898,389;1;255;238;266;252;18;17/10/2017;2; ; ;31.08.2018;8/31/2018;04/06/1972;46;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;5;10;2;1;0;0;2;1;0;0;16;17
15068097814;150680;917869;1506807;15;1;Santarém;294580;215790;78790;Grande;17898,389;2;255;238;266;254;20;02/01/2014;2; ; ;31.08.2018;8/31/2018;02/12/1979;39;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;5;10;2;1;0;0;2;1;0;0;16;17
15068097814;150680;1064462;1506807;15;1;Santarém;294580;215790;78790;Grande;17898,389;1;256;238;266;248;18;15/07/2015;2; ; ;31.08.2018;8/31/2018;10/13/1987;30;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;5;10;2;1;0;0;2;1;0;0;16;17
21030097868;210300;920550;2103000;21;2;Caxias;155129;118534;36595;Grande;5196,769;2;255;238;266;252;20;02/01/2017;99; ; ;31.08.2018;8/31/2018;11/06/1983;34;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;4;7;0;3;0;1;1;0;0;1;13;14
21030097868;210300;321392;2103000;21;2;Caxias;155129;118534;36595;Grande;5196,769;2;255;238;266;248;20;25/10/2017;2;3; ;31.08.2018;8/31/2018;03/04/1988;30;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;4;7;0;3;0;1;1;0;0;1;13;14
21030097868;210300;1418901;2103000;21;2;Caxias;155129;118534;36595;Grande;5196,769;2;255;238;266;252;20;04/04/2018;99; ; ;31.08.2018;8/31/2018;1/27/1961;57;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;4;7;0;3;0;1;1;0;0;1;13;14
21030097868;210300;380940;2103000;21;2;Caxias;155129;118534;36595;Grande;5196,769;1;255;238;266;252;20;02/01/2017;99; ; ;31.08.2018;8/31/2018;12/26/1959;58;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;4;7;0;3;0;1;1;0;0;1;13;14
21033098042;210330;1463019;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;1;255;238;266;251;20;06/08/2018;99;99;99;31.08.2018;8/31/2018;8/31/1983;35;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;6;3;0;2;0;0;1;0;0;1;9;10
21033098042;210330;1463025;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;2;255;238;266;248;20;16/08/2018;3;3;3;31.08.2018;8/31/2018;3/20/1995;23;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;6;3;0;2;0;0;1;0;0;1;9;10
21033098042;210330;1120856;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;1;255;238;266;248;20;25/09/2017;99;99;3;31.08.2018;8/31/2018;9/17/1977;40;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;6;3;0;2;0;0;1;0;0;1;9;10
21033098042;210330;1371240;2103307;21;2;Codó;118038;81045;36993;Grande;4361,344;2;255;238;266;254;263;17/03/2017;99;99;99;31.08.2018;8/31/2018;09/01/1966;51;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;6;3;0;2;0;0;1;0;0;1;9;10
21053097918;210530;1079465;2105302;21;2;Imperatriz;247505;234547;12958;Grande;1368,988;1;255;238;138;252;20;27/05/2011;2; ; ;31.08.2018;8/31/2018;08/06/1967;51;4;1;1; ;1; ; ; ; ; ; ;1; ; ; ;2;8;5;1;3;0;0;0;7;1;3;4;15
21053097918;210530;1295555;2105302;21;2;Imperatriz;247505;234547;12958;Grande;1368,988;1;255;238;292;251;20;02/05/2017;2; ; ;31.08.2018;8/31/2018;9/18/1978;39;2;1;3; ;1; ; ; ; ; ; ; ; ;1; ;2;8;5;1;3;0;0;0;7;1;3;4;15
21053097918;210530;1317599;2105302;21;2;Imperatriz;247505;234547;12958;Grande;1368,988;2;255;238;266;254;20;05/06/2017;2; ; ;31.08.2018;8/31/2018;6/14/1990;28;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;8;5;1;3;0;0;0;7;1;3;4;15
21053097918;210530;1082744;2105302;21;2;Imperatriz;247505;234547;12958;Grande;1368,988;2;257;238;138;249;20;05/10/1985;2; ; ;31.08.2018;8/31/2018;6/18/1957;61;5;2;1; ; ;1; ; ; ; ; ;1; ; ; ;2;8;5;1;3;0;0;0;7;1;3;4;15
21053097918;210530;926157;2105302;21;2;Imperatriz;247505;234547;12958;Grande;1368,988;1;254;238;138;252;20;02/03/2011;99; ; ;31.08.2018;8/31/2018;2/21/1978;40;2;0;1;1; ; ; ; ; ; ; ;1; ; ; ;2;8;5;1;3;0;0;0;7;1;3;4;15
21053097918;210530;1317584;2105302;21;2;Imperatriz;247505;234547;12958;Grande;1368,988;2;255;238;266;254;20;05/06/2017;2; ; ;31.08.2018;8/31/2018;6/26/1964;54;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;8;5;1;3;0;0;0;7;1;3;4;15
