IBGE;NU_IDENTIFICADOR;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2021;d_30_2_Faixas_etarias;d37_9;d37_11;d37_9bin1;d37_9bin2;d37_9bin3;d37_10bin1;d37_10bin2;d37_10bin3;d37_10bin4;d37_10bin5;d37_11bin1;d37_11bin2;d37_11bin3;d37_11bin4;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras
221100;2211003306526;0;253;239;291;388;12/12/2017;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ;1; ; ; ;8;8
221100;2211003306526;0;253;239;291;388;02/12/2016;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ;1; ; ; ;8;8
221100;2211003306526;0;261;275;291;388;10/02/2012;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;5;2;4; ; ;1;1; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ;1; ; ; ;8;8
221100;2211003306526;0;255;238;291;388;03/08/2017;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ;1; ; ; ;8;8
221100;2211003306526;1;257;235;291;388;03/03/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ;1; ; ; ;8;8
221100;2211003306526;0;257;274;291;388;17/07/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ;1; ; ; ;1;2;2;4;1; ; ; ;1; ; ; ;8;8
221100;2211003306526;0;255;238;291;388;21/08/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;2;4;1; ; ; ;1; ; ; ;8;8
221100;2211003307103;0;254;238;291;388;06/07/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;257;275;291;388;06/10/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;24/02/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;257;237;291;388;06/05/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;05/04/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;01/12/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;08/06/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;02/08/2019;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;07/01/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;28/04/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;19/06/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;258;275;291;388;20/01/2016;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1;1; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;12/02/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;257;237;291;388;31/01/2019;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;08/06/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;24/02/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;16/03/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;256;238;291;388;09/09/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;257;273;291;388;09/03/2017;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ;1; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;257;237;291;388;16/01/2019;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;256;238;291;388;06/07/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;30/06/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;21/12/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;253;239;291;388;20/05/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;256;238;291;388;15/03/2021;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
221100;2211003307103;0;255;238;291;388;13/06/2020;2211001;22;2;Teresina;814230;767557;46673;Grande;1391,981; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;18;6;2;1; ; ; ; ; ; ;26;26
230080;2300803308550;0;253;239;291;388;08/06/2017;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ; ; ; ; ; ;3;3
230080;2300803308550;0;255;239;291;388;03/10/2017;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ; ; ; ; ; ;3;3
230080;2300803308550;0;255;239;291;388;28/08/2017;2300804;23;2;Antonina do Norte;6984;4999;1985;Pequeno I;260,104; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ; ; ; ; ; ;3;3
230428;2304283308390;0;255;239;291;388;13/10/2020;2304285;23;2;Eusébio;46033;46033;0;Pequeno II;79,005; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;4;1; ; ; ; ;1; ; ; ;5;5
230428;2304283308390;0;255;238;291;388;23/05/2019;2304285;23;2;Eusébio;46033;46033;0;Pequeno II;79,005; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;4;1; ; ; ; ;1; ; ; ;5;5
230428;2304283308390;0;255;238;291;388;09/08/2018;2304285;23;2;Eusébio;46033;46033;0;Pequeno II;79,005; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;4;1; ; ; ; ;1; ; ; ;5;5
230428;2304283308390;0;255;239;291;388;29/01/2019;2304285;23;2;Eusébio;46033;46033;0;Pequeno II;79,005; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;4;1; ; ; ; ;1; ; ; ;5;5
230428;2304283308390;0;257;274;291;388;18/11/2020;2304285;23;2;Eusébio;46033;46033;0;Pequeno II;79,005; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ;4;1; ; ; ; ;1; ; ; ;5;5
230440;2304403310310;1;260;278;291;388;05/10/2020;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;257;237;291;388;04/06/2021;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;1;254;239;291;388;27/04/2021;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;256;238;291;388;09/07/2021;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;255;238;291;388;05/02/2020;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;258;237;291;388;22/07/2021;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;257;238;291;388;14/12/2018;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;256;238;291;388;07/08/2020;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;254;239;291;388;11/05/2021;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;1;257;237;291;388;30/07/2021;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;256;238;291;388;16/08/2021;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;257;371;291;388;02/03/2020;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;256;238;291;388;08/09/2020;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230440;2304403310310;0;256;238;291;388;28/06/2019;2304400;23;2;Fortaleza;2452185;2452185;0;Metrópole;314,93; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;2;6;6; ; ; ; ; ; ; ; ;14;14
230523;2305233313151;0;252;239;291;388;19/11/2021;2305233;23;2;Horizonte;55187;51049;4138;Médio;160,764; ;2;31.08.2021;8/31/2021;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1
230725;2307253311901;0;255;238;291;388;24/08/2020;2307254;23;2;Jijoca de Jericoacoara;17002;5556;11446;Pequeno I;204,793; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;1;1;1; ; ; ; ; ; ; ;2;2
230725;2307253311901;0;257;275;291;388;02/09/2020;2307254;23;2;Jijoca de Jericoacoara;17002;5556;11446;Pequeno I;204,793; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1;1; ; ; ; ; ; ; ;1; ;1;1;1; ; ; ; ; ; ; ;2;2
231240;2312403311779;0;255;239;291;388;05/05/2020;2312403;23;2;São Gonçalo do Amarante;43890;28537;15353;Pequeno II;834,448; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1
240260;2402603310404;0;255;239;265;388;27/12/2021;2402600;24;2;Ceará-Mirim;68141;35494;32647;Médio;724,381; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1;1
240310;2403103307137;0;255;239;142;388;19/11/2021;2403103;24;2;Currais Novos;42652;37777;4875;Pequeno II;864,349; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;9; ; ; ; ; ; ; ; ; ;9;9
240310;2403103307137;0;255;238;291;388;16/09/2019;2403103;24;2;Currais Novos;42652;37777;4875;Pequeno II;864,349; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;9; ; ; ; ; ; ; ; ; ;9;9
240310;2403103307137;0;255;239;142;388;19/11/2021;2403103;24;2;Currais Novos;42652;37777;4875;Pequeno II;864,349; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;9; ; ; ; ; ; ; ; ; ;9;9
240310;2403103307137;0;255;238;142;388;01/07/2021;2403103;24;2;Currais Novos;42652;37777;4875;Pequeno II;864,349; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;9; ; ; ; ; ; ; ; ; ;9;9
240310;2403103307137;0;255;238;142;388;19/11/2021;2403103;24;2;Currais Novos;42652;37777;4875;Pequeno II;864,349; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;9; ; ; ; ; ; ; ; ; ;9;9
240310;2403103307137;0;255;239;142;388;01/07/2021;2403103;24;2;Currais Novos;42652;37777;4875;Pequeno II;864,349; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;9; ; ; ; ; ; ; ; ; ;9;9
240310;2403103307137;0;255;239;142;388;01/07/2021;2403103;24;2;Currais Novos;42652;37777;4875;Pequeno II;864,349; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;9; ; ; ; ; ; ; ; ; ;9;9
240310;2403103307137;0;255;239;291;388;01/03/2016;2403103;24;2;Currais Novos;42652;37777;4875;Pequeno II;864,349; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;9; ; ; ; ; ; ; ; ; ;9;9
240310;2403103307137;0;255;238;291;388;01/03/2016;2403103;24;2;Currais Novos;42652;37777;4875;Pequeno II;864,349; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;9; ; ; ; ; ; ; ; ; ;9;9
240420;2404203312793;0;253;239;291;388;13/08/2019;2404200;24;2;Goianinha;22481;15477;7004;Pequeno II;192,279; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1
240920;2409203310432;1;252;238;291;388;01/06/2019;2409209;24;2;Passagem;2895;1191;1704;Pequeno I;41,215; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ;2;2
240920;2409203310432;0;255;239;291;388;01/06/2019;2409209;24;2;Passagem;2895;1191;1704;Pequeno I;41,215; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ;2;2
241105;2411053306951;0;255;239;291;388;08/09/2020;2411056;24;2;Tibau;3687;2835;852;Pequeno I;169,237; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;1;1;1; ;1; ; ; ; ; ; ;3;3
241105;2411053306951;0;252;239;265;388;10/05/2021;2411056;24;2;Tibau;3687;2835;852;Pequeno I;169,237; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1; ;1; ; ; ; ; ; ;3;3
241105;2411053306951;0;257;273;291;388;12/08/2020;2411056;24;2;Tibau;3687;2835;852;Pequeno I;169,237; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ;1; ; ; ; ; ; ;1;1;1;1; ;1; ; ; ; ; ; ;3;3
241150;2411503313093;0;257;237;291;388;01/06/2019;2411502;24;2;Santo Antônio;22216;14280;7936;Pequeno II;301,082; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1; ;1;2; ; ; ; ;1; ; ; ;3;3
241150;2411503313093;0;255;239;291;388;01/06/2019;2411502;24;2;Santo Antônio;22216;14280;7936;Pequeno II;301,082; ;2;31.08.2021;8/31/2021;1;1;4; ;1; ; ; ; ; ; ; ; ; ;1; ;1;2; ; ; ; ;1; ; ; ;3;3
241150;2411503313093;0;257;274;291;388;01/06/2019;2411502;24;2;Santo Antônio;22216;14280;7936;Pequeno II;301,082; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ;1;2; ; ; ; ;1; ; ; ;3;3
241350;2413503310436;0;257;274;291;388;10/03/2020;2413508;24;2;Serrinha;6581;2121;4460;Pequeno I;193,351; ;2;31.08.2021;8/31/2021;1;2;4; ; ;1; ; ; ; ;1; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ;1;1
250157;2501573313121;0;253;239;291;388;01/09/2021;2501575;25;2;Barra de Santana;8206;731;7475;Pequeno I;374,374; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1
250640;2506403312135;0;253;239;291;388;23/12/2020;2506400;25;2;Gurinhém;13872;5795;8077;Pequeno I;346,067; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2;2
250640;2506403312135;1;252;239;291;388;23/12/2020;2506400;25;2;Gurinhém;13872;5795;8077;Pequeno I;346,067; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2;2
250750;2507503306186;0;254;239;142;388;27/11/2020;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;255;238;142;388;01/04/2018;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;5;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;254;239;142;388;30/04/2020;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;3;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;257;278;142;388;07/05/2020;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;2;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;254;239;142;388;27/11/2020;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;1;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;254;238;142;388;27/11/2020;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;252;239;142;388;07/05/2020;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;4;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;255;238;142;388;01/08/2016;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;255;238;142;388;01/04/2018;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;256;238;142;388;27/11/2020;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;4;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;257;237;142;388;07/05/2020;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;4;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;255;238;142;388;01/04/2018;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;257;281;142;388;27/11/2020;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;257;237;142;388;01/04/2018;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;3;2;4; ; ;1; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;253;239;142;388;01/08/2018;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;5;0;4;1; ; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
250750;2507503306186;0;255;238;142;388;01/04/2018;2507507;25;2;João Pessoa;723515;720785;2730;Grande;211,475; ;2;31.08.2021;8/31/2021;3;1;4; ;1; ; ; ; ; ; ; ; ; ;1;6;6;4; ; ; ; ; ; ; ; ;16;16
260790;2607903311929;0;255;238;291;388;03/08/2020;2607901;26;2;Jaboatão dos Guararapes;644620;630595;14025;Grande;258,694; ;2;31.08.2021;8/31/2021;2;1;4; ;1; ; ; ; ; ; ; ; ; ;1;3;2;1;1; ; ; ; ; ; ; ;6;6
260790;2607903311929;0;253;238;291;388;03/05/2021;2607901;26;2;Jaboatão dos Guararapes;644620;630595;14025;Grande;258,694; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;2;1;1; ; ; ; ; ; ; ;6;6
260790;2607903311929;0;253;238;291;388;09/09/2021;2607901;26;2;Jaboatão dos Guararapes;644620;630595;14025;Grande;258,694; ;2;31.08.2021;8/31/2021;2;0;4;1; ; ; ; ; ; ; ; ; ; ;1;3;2;1;1; ; ; ; ; ; ; ;6;6
