IBGE;NU_IDENTIFICADOR;q47_3;q47_8;q47_9;q47_10;q47_11;q47_12;q47_13;q47_14;q47_15;IBGE7;UF;Regiao;Município;areaKm2;Nome_UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q1;DataCenso;DataCenso_2024;Faixas_etarias;d_47_8;d_47_8bin1;d_47_8bin2;d_47_8bin3;d_47_9;d_47_9bin1;d_47_9bin2;d_47_9bin3;d_47_9bin4;d_47_9bin5;d_47_10;d_47_10bin1;d_47_10bin2;d_47_10bin3;d_47_10bin4;d_47_8bin1_sum;d_47_8bin2_sum;d_47_8bin3_sum;d_47_9bin1_sum;d_47_9bin2_sum;d_47_9bin3_sum;d_47_9bin4_sum;d_47_9bin5_sum;d_47_10bin1_sum;d_47_10bin2_sum;d_47_10bin3_sum;d_47_10bin4_sum;nu_trabalhador;d_47_14_1bin_Gestão;d_47_14_1bin_PAIF;d_47_14_1bin_SCFV;d_47_14_1bin_PSB;d_47_14_1bin_Cadastramento;d_47_14_1bin_Beneficios;d_47_14_1bin_PCF;d_47_14_1bin_Outros;d_47_15_2bin_Gestão;d_47_15_2bin_PAIF;d_47_15_2bin_SCFV;d_47_15_2bin_PSB;d_47_15_2bin_Cadastramento;d_47_15_2bin_Beneficios;d_47_15_2bin_PCF;d_47_15_2bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_47_14_1bin_Gestão_sum;d_47_14_1bin_PAIF_sum;d_47_14_1bin_SCFV_sum;d_47_14_1bin_PSB_sum;d_47_14_1bin_Cadastramento_sum;d_47_14_1bin_Beneficios_sum;d_47_14_1bin_PCF_sum;d_47_14_1bin_Outros_sum;d_47_15_2bin_Gestão_sum;d_47_15_2bin_PAIF_sum;d_47_15_2bin_SCFV_sum;d_47_15_2bin_PSB_sum;d_47_15_2bin_Cadastramento_sum;d_47_15_2bin_Beneficios_sum;d_47_15_2bin_PCF_sum;d_47_15_2bin_Outros_sum
231025;12310250916; Masculino; Fundamental Incompleto; Sem formação profissional; Servidor(a)/Estatutário(a); Outros; De 31 a 40 horas semanais;01/01/2005; ; ;2310258;Ceará;Região Nordeste; ;289,231;CE;32216;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;3;7;1;4;0;1;1;4;0;1;6;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4; ;2; ; ; ; ; ; ;2; ; ;3;2;3
231030;12310303457; Feminino;Superior Completo;Advogada(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;07/08/2017; Outros; Atividades de gestão (administrativo);2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13; ; ; ; ; ; ; ;Outros;Gestão; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino; Especialização; Pedagoga(o); Servidor(a) Temporária(o); Coordenador(a); De 31 a 40 horas semanais;03/03/2014; Atividades de gestão (administrativo); Outros;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino; Fundamental Incompleto; Sem formação profissional; Outro vínculo não permanente;Serviços Gerais (limpeza, conservação, motoristas, etc.); De 11 a 20 horas semanais;01/01/2014; ; ;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino;Superior Completo;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;03/04/2023; Atividades de gestão (administrativo); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ;PAIF; ; ; ; ; ; ;1;1; ; ; ; ; ; ;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Masculino;Superior Completo; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 31 a 40 horas semanais;08/01/2024; Atividades de gestão (administrativo); Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ;PAIF; ; ; ; ; ; ;1;1; ; ; ; ; ; ;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino;Superior Completo;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;07/02/2022; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; Atividades de gestão (administrativo);2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13; ;PAIF; ; ; ; ; ; ;Gestão; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino;Superior Completo;Advogada(o); Servidor(a) Temporária(o); Apoio Administrativo; De 11 a 20 horas semanais;17/02/2020; Atividades de gestão (administrativo); Outros;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino; Superior Incompleto; Sem formação profissional; Servidor(a) Temporária(o); Educador(a) Social; De 11 a 20 horas semanais;01/03/2024; Atividades de gestão (administrativo); Serviço Especializado em Abordagem Social;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ; ; ;Serviço de PSB no domicílio; ; ; ; ;1; ; ;1; ; ; ; ;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino; Médio Completo; Sem formação profissional; Servidor(a) Temporária(o); Educador(a) Social; De 11 a 20 horas semanais;03/08/2020; Atividades de gestão (administrativo); Serviço Especializado em Abordagem Social;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ; ; ;Serviço de PSB no domicílio; ; ; ; ;1; ; ;1; ; ; ; ;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino; Médio Completo; Sem formação profissional; Servidor(a) Temporária(o); Técnico(a) de nível médio; De 11 a 20 horas semanais;01/03/2013; Atividades de gestão (administrativo); Outros;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Masculino;Superior Completo; Profissional de nível médio; Servidor(a)/Estatutário(a); Outros; De 31 a 40 horas semanais;03/08/2015; Atividades de gestão (administrativo); Outros;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Profissional de nível médio; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino;Superior Completo;Advogada(o); Servidor(a) Temporária(o); Apoio Administrativo; De 31 a 40 horas semanais;05/04/2021; Atividades de gestão (administrativo); Outros;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231030;12310303457; Feminino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Outros; De 11 a 20 horas semanais;01/11/2010; Atividades de gestão (administrativo); Outros;2310308;Ceará;Região Nordeste; ;2313,868;CE;31445;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;1;4;8;1;2;0;3;1;2;0;0;11;13;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros;1; ; ; ; ; ; ;1;10;1; ; ; ; ; ;1;2;2; ;2; ; ; ;6
231050;12310501762; Feminino;Superior Completo;Assistente Social; Outro vínculo não permanente; Técnico(a) de nível superior; De 21 a 30 horas semanais;26/05/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;4;6;0;4;0;1;1;2;0;1;9;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Feminino; Fundamental Completo; Sem formação profissional; Servidor(a) Temporária(o);Serviços Gerais (limpeza, conservação, motoristas, etc.); De 11 a 20 horas semanais;01/04/2023; ; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;4;6;0;4;0;1;1;2;0;1;9;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Feminino; Médio Completo; Sem formação profissional; Servidor(a) Temporária(o); Outros; De 31 a 40 horas semanais;01/09/2021; Outros; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;4;6;0;4;0;1;1;2;0;1;9;12; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Feminino;Superior Completo;Assistente Social; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;01/09/2021; Atividades de gestão (administrativo); ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;2;4;6;0;4;0;1;1;2;0;1;9;12;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 11 a 20 horas semanais;01/04/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;2;4;6;0;4;0;1;1;2;0;1;9;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Feminino;Superior Completo;Advogada(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/09/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;4;6;0;4;0;1;1;2;0;1;9;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Masculino;Superior Completo; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 31 a 40 horas semanais;01/07/2022; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;2;4;6;0;4;0;1;1;2;0;1;9;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Feminino;Superior Completo;Assistente Social; Servidor(a) Temporária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;02/03/2020; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;4;6;0;4;0;1;1;2;0;1;9;12; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Masculino; Médio Completo; Profissional de nível médio; Servidor(a) Temporária(o); Educador(a) Social; De 31 a 40 horas semanais;01/12/2021; Outros; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;4;6;0;4;0;1;1;2;0;1;9;12; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Feminino; Médio Completo; Sem formação profissional; Servidor(a) Temporária(o); Outros; De 31 a 40 horas semanais;24/04/2024; Outros; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;4;6;0;4;0;1;1;2;0;1;9;12; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Temporária(o); Educador(a) Social; De 31 a 40 horas semanais;01/05/2022; Outros; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;4;6;0;4;0;1;1;2;0;1;9;12; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231050;12310501762; Masculino; Fundamental Completo; Sem formação profissional; Servidor(a) Temporária(o); Outros; De 31 a 40 horas semanais;01/01/2022; ; ;2310506;Ceará;Região Nordeste; ;1302,081;CE;40187;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Nível fundamental; ; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;2;4;6;0;4;0;1;1;2;0;1;9;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5; ; ; ; ; ;4; ; ; ; ; ; ; ; 
231060;12310602406; Feminino;Superior Completo;Assistente Social; Servidor(a)/Estatutário(a); Coordenador(a); De 21 a 30 horas semanais;01/05/2010; Atividades de gestão (administrativo); ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;4;6;0;2;0;1;2;6;0;1;3;10;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231060;12310602406; Feminino;Superior Completo; Psicóloga(o); Servidor(a)/Estatutário(a); Técnico(a) de nível superior; De 11 a 20 horas semanais;01/07/2015; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Servidor Estatutário;Servidor Estatutário; ; ; ;0;4;6;0;2;0;1;2;6;0;1;3;10; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231060;12310602406; Feminino;Superior Completo;Outra(o) profissional de nível superior; Servidor(a)/Estatutário(a); Apoio Administrativo; De 31 a 40 horas semanais;01/01/2022; Atividades de gestão (administrativo); ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;4;6;0;2;0;1;2;6;0;1;3;10;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231060;12310602406; Feminino;Superior Completo;Assistente Social; Comissionada(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;01/02/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ;0;4;6;0;2;0;1;2;6;0;1;3;10; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231060;12310602406; Masculino;Superior Completo;Advogada(o); Servidor(a) Temporária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;11/01/2021; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;4;6;0;2;0;1;2;6;0;1;3;10; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231060;12310602406; Masculino;Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Educador(a) Social; De 11 a 20 horas semanais;03/01/2024; Serviço de Proteção e Atendimento Especializado a Famílias e Indivíduos; ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;4;6;0;2;0;1;2;6;0;1;3;10; ;PAIF; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231060;12310602406; Feminino; Médio Completo; Sem formação profissional; Servidor(a) Temporária(o);Serviços Gerais (limpeza, conservação, motoristas, etc.); De 31 a 40 horas semanais;01/01/2022; Outros; ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;18 a 29 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;4;6;0;2;0;1;2;6;0;1;3;10; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231060;12310602406; Masculino; Médio Completo; Sem formação profissional; Servidor(a)/Estatutário(a); Outros; De 31 a 40 horas semanais;01/01/2022; Outros; ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;4;6;0;2;0;1;2;6;0;1;3;10; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231060;12310602406; Masculino; Médio Completo; Sem formação profissional; Servidor(a)/Estatutário(a); Outros; De 31 a 40 horas semanais;02/01/2017; Outros; ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;4;6;0;2;0;1;2;6;0;1;3;10; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231060;12310602406; Masculino; Médio Completo; Sem formação profissional; Servidor(a)/Estatutário(a); Apoio Administrativo; De 31 a 40 horas semanais;01/01/2022; Atividades de gestão (administrativo); ;2310605;Ceará;Região Nordeste; ;150,536;CE;8972;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ;0;4;6;0;2;0;1;2;6;0;1;3;10;Gestão; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3;4; ; ; ; ; ;3; ; ; ; ; ; ; ; 
231126;12311263289; Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Temporária(o); Outros; De 31 a 40 horas semanais;07/02/2022; Outros; Atividades de gestão (administrativo);2311264;Ceará;Região Nordeste; ;1041,832;CE;20213;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio; ;Nível Médio; ;Profissional de nível médio; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes;0;4;5;1;1;0;1;1;3;0;0;6;9; ; ; ; ; ; ; ;Outros;Gestão; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;2;1;2; ; ; ;3;2;1;2;1; ; ; ;3
