NU_IDENTIFICADOR;IBGE;q40_3;q40_8;q40_9;q40_10;q40_11;q40_12;q40_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;DataCenso;DataCenso_2022;Faixas_etarias;d40_8;d40_8bin1;d40_8bin2;d40_8bin3;d40_9;d40_9bin1;d40_9bin2;d40_9bin3;d40_9bin4;d40_9bin5;d40_10;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_8bin1_sum;d40_8bin2_sum;d40_8bin3_sum;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_9bin4_sum;d40_9bin5_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;nu_trabalhador
475625;261160;1;255;238;293;370;20;18/10/2018;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;255;238;293;370;20;14/05/2015;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;257;237;293;248;263;03/05/2021;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;255;237;293;370;20;14/05/2015;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;255;238;293;248;263;01/02/2022;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;257;237;293;370;20;01/06/2016;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;257;237;293;254;263;19/09/2022;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;255;238;293;370;20;01/09/2015;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;256;273;138;249;18;16/08/2022;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;2;1; ;1; ;2; ;1; ; ; ;1;1; ; ; ;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;257;273;138;249;18;17/08/2022;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;1;254;239;293;370;20;01/06/2019;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;5;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;1;256;238;293;370;263;01/12/2017;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;0;252;239;293;252;20;02/01/2017;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;5;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475625;261160;1;255;238;293;370;20;01/09/2015;2611606;26;2;Recife;1537704;1537704;0;Metrópole;218,435;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;3;9;10;1;2; ; ; ;3; ;1;18;22
475706;290100;0;257;237;292;370;20;02/06/2017;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;3;5;2; ;1; ; ; ;3; ;2;5;10
475706;290100;0;255;239;138;251;20;02/06/2017;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;3;5;2; ;1; ; ; ;3; ;2;5;10
475706;290100;1;255;239;266;370;20;01/06/2020;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;3;5;2; ;1; ; ; ;3; ;2;5;10
475706;290100;0;254;239;266;370;20;20/05/2017;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;2;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;3;5;2; ;1; ; ; ;3; ;2;5;10
475706;290100;0;255;239;266;370;20;01/06/2020;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;3;5;2; ;1; ; ; ;3; ;2;5;10
475706;290100;1;254;239;142;253;272;01/01/2021;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;2;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;3;5;2; ;1; ; ; ;3; ;2;5;10
475706;290100;0;253;239;266;252;20;01/01/2021;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;3;5;2; ;1; ; ; ;3; ;2;5;10
475706;290100;1;255;238;138;370;20;02/01/2017;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;3;5;2; ;1; ; ; ;3; ;2;5;10
475706;290100;0;255;238;138;251;20;01/03/2019;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;3;5;2; ;1; ; ; ;3; ;2;5;10
475706;290100;0;257;273;292;21;20;16/06/2017;2901007;29;2;Amargosa;34351;24891;9460;Pequeno II;431,673;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;3;5;2; ;1; ; ; ;3; ;2;5;10
475729;352440;0;255;238;138;370;20;23/12/2012;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;255;239;142;252;20;30/11/2021;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;257;275;138;251;20;10/06/2017;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;5;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;255;238;138;251;20;24/06/2019;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;255;238;138;370;20;18/02/2019;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;256;238;138;370;20;22/08/2019;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;257;273;293;370;18;12/08/2022;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;257;237;138;370;20;07/02/2012;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;1;255;238;293;254;20;23/08/2019;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;257;273;138;249;18;02/06/2022;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;256;238;293;370;18;19/08/2022;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;1;257;237;138;21;20;04/02/2022;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;7;6;1;2; ; ; ;9; ; ;4;13
475729;352440;0;257;279;138;254;20;02/02/2022;3524402;35;3;Jacareí;211214;208297;2917;Grande;464,272;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ; ;7;6;1;2; ; ; ;9; ; ;4;13
475746;210005;0;255;238;138;254;20;02/07/2008;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;258;275;266;370;20;19/06/2017;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;258;235;266;370;20;19/06/2017;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;255;238;138;254;20;23/08/2010;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;1;256;238;266;254;20;17/05/2021;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;255;238;266;254;20;13/05/2021;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;258;275;266;370;20;19/06/2017;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;258;237;266;254;20;03/06/2019;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;1;255;238;266;254;20;18/05/2021;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;1;255;238;266;370;20;16/07/2019;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;258;273;266;370;20;17/05/2021;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;5;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;257;236;138;251;20;14/05/2002;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;255;238;138;254;20;05/05/1994;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;5;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;255;238;138;254;20;02/05/1994;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;255;238;138;252;20;29/08/2013;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022; ;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;1;257;235;138;251;20;02/05/1994;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;257;235;142;21;20;03/03/2020;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;255;238;138;252;20;29/06/2012;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;257;237;266;254;20;07/06/2022;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;255;238;266;370;20;16/05/2022;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;257;273;266;249;18;12/04/2022;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;1;255;238;138;254;20;01/01/2016;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;256;238;138;254;20;03/09/2010;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;1;254;239;292;254;20;07/02/2022;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;4;0;1; ; ;8; ; ; ; ; ;3; ; ;1; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;1;257;273;138;254;20;09/05/2002;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;257;275;266;370;20;28/06/2021;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;4;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475746;210005;0;258;237;266;254;20;13/05/2021;2100055;21;2;Açailândia;104047;78237;25810;Grande;5806,439;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;13;13;3;3; ; ; ;11; ;1;15;27
475758;292070;1;255;239;292;21;20;01/01/2021;2920700;29;2;Maraú;19101;3561;15540;Pequeno I;848,381;0;31.08.2022;8/31/2022;4;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;4; ; ; ; ; ; ; ; ;2;2;4
475758;292070;1;255;238;266;254;20;04/01/2021;2920700;29;2;Maraú;19101;3561;15540;Pequeno I;848,381;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4; ; ; ; ; ; ; ; ;2;2;4
475758;292070;1;255;239;292;251;20;01/01/2021;2920700;29;2;Maraú;19101;3561;15540;Pequeno I;848,381;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;3; ; ;1; ; ;4; ; ; ; ; ; ; ; ;2;2;4
475758;292070;1;255;239;266;370;20;01/02/2021;2920700;29;2;Maraú;19101;3561;15540;Pequeno I;848,381;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;4; ; ; ; ; ; ; ; ;2;2;4
475765;354260;0;257;238;266;370;20;02/08/2021;3542602;35;3;Registro;54261;48169;6092;Médio;722,201;0;31.08.2022;8/31/2022;6;2; ; ;1;6; ; ; ; ; ;4; ; ; ;1; ; ;2; ; ; ; ; ; ; ;1;1;2
475765;354260;1;257;237;292;21;20;27/02/2014;3542602;35;3;Registro;54261;48169;6092;Médio;722,201;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ; ;2; ; ; ; ; ; ; ;1;1;2
475803;230400;1;257;237;266;370;20;03/05/2021;2304004;23;2;Coreaú;21954;14223;7731;Pequeno II;775,796;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;4;3; ;1; ; ; ; ; ;1;6;7
475803;230400;1;255;238;266;370;20;03/05/2021;2304004;23;2;Coreaú;21954;14223;7731;Pequeno II;775,796;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;3; ;1; ; ; ; ; ;1;6;7
475803;230400;0;257;273;292;249;18;28/03/2022;2304004;23;2;Coreaú;21954;14223;7731;Pequeno II;775,796;0;31.08.2022;8/31/2022;2;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ; ;4;3; ;1; ; ; ; ; ;1;6;7
475803;230400;1;256;238;266;21;20;03/05/2021;2304004;23;2;Coreaú;21954;14223;7731;Pequeno II;775,796;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;3; ;1; ; ; ; ; ;1;6;7
475803;230400;0;257;237;266;370;20;01/08/2021;2304004;23;2;Coreaú;21954;14223;7731;Pequeno II;775,796;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;4;3; ;1; ; ; ; ; ;1;6;7
475803;230400;1;255;239;266;370;20;03/05/2021;2304004;23;2;Coreaú;21954;14223;7731;Pequeno II;775,796;0;31.08.2022;8/31/2022;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;4;3; ;1; ; ; ; ; ;1;6;7
475803;230400;0;255;238;266;370;20;05/01/2021;2304004;23;2;Coreaú;21954;14223;7731;Pequeno II;775,796;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1; ;4;3; ;1; ; ; ; ; ;1;6;7
475841;211223;0;255;238;292;21;20;06/01/2020;2112233;21;2;Trizidela do Vale;18953;16170;2783;Pequeno I;292,036;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;3; ; ;1; ; ;2; ; ; ; ; ; ;1; ;1; ;2
475841;211223;1;255;239;138;252;20;01/05/2017;2112233;21;2;Trizidela do Vale;18953;16170;2783;Pequeno I;292,036;0;31.08.2022;8/31/2022;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ; ;2; ; ; ; ; ; ;1; ;1; ;2
475865;230960;0;255;238;266;370;20;01/08/2022;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;2; ;1; ; ; ;1; ;1;8;10
475865;230960;0;255;239;266;370;20;01/03/2021;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;7;2; ;1; ; ; ;1; ;1;8;10
475865;230960;0;255;238;266;370;20;01/03/2021;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;2; ;1; ; ; ;1; ;1;8;10
475865;230960;0;255;239;266;370;20;01/03/2021;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;1;7;2; ;1; ; ; ;1; ;1;8;10
475865;230960;0;257;273;266;249;18;01/08/2022;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;1;7;2; ;1; ; ; ;1; ;1;8;10
475865;230960;0;255;238;266;370;20;01/03/2021;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022; ;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;2; ;1; ; ; ;1; ;1;8;10
475865;230960;0;257;237;292;21;20;06/01/2021;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022;5;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;1;7;2; ;1; ; ; ;1; ;1;8;10
475865;230960;0;255;238;266;370;20;01/08/2022;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;2; ;1; ; ; ;1; ;1;8;10
475865;230960;0;255;238;266;370;20;01/03/2021;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;7;2; ;1; ; ; ;1; ;1;8;10
475865;230960;1;252;239;138;254;20;01/09/2022;2309607;23;2;Pacajus;61838;50675;11163;Médio;254,636;0;31.08.2022;8/31/2022;6;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;1;7;2; ;1; ; ; ;1; ;1;8;10
475877;130060;1;257;237;266;370;20;01/02/2021;1300607;13;1;Benjamin Constant;33411;20138;13273;Pequeno II;8695,392;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;1;3; ; ; ; ; ; ; ;1;3;4
475877;130060;1;257;237;292;21;20;15/04/2017;1300607;13;1;Benjamin Constant;33411;20138;13273;Pequeno II;8695,392;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ; ;1;3; ; ; ; ; ; ; ;1;3;4
475877;130060;1;257;235;142;251;20;03/06/2017;1300607;13;1;Benjamin Constant;33411;20138;13273;Pequeno II;8695,392;0;31.08.2022;8/31/2022;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1; ;1;3; ; ; ; ; ; ; ;1;3;4
475877;130060;0;255;239;142;370;20;03/06/2017;1300607;13;1;Benjamin Constant;33411;20138;13273;Pequeno II;8695,392;0;31.08.2022;8/31/2022;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1; ;1;3; ; ; ; ; ; ; ;1;3;4
475936;230920;0;257;238;266;370;20;04/04/2022;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;3;2; ; ;1;6; ; ; ; ; ;4; ; ; ;1;1;4;5; ;1; ; ; ;5; ;1;4;10
475936;230920;0;256;238;266;370;20;04/04/2022;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;4;5; ;1; ; ; ;5; ;1;4;10
475936;230920;1;255;238;266;370;20;04/04/2022;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;4;5; ;1; ; ; ;5; ;1;4;10
475936;230920;0;255;238;266;370;20;04/04/2022;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;4;5; ;1; ; ; ;5; ;1;4;10
475936;230920;1;255;238;138;370;20;01/08/2019;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;1;4;5; ;1; ; ; ;5; ;1;4;10
475936;230920;1;257;237;292;370;20;01/03/2021;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;2;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;1;4;5; ;1; ; ; ;5; ;1;4;10
475936;230920;0;253;239;138;252;20;06/03/2019;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;1;4;5; ;1; ; ; ;5; ;1;4;10
475936;230920;1;257;237;138;21;20;05/01/2021;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;4;5; ;1; ; ; ;5; ;1;4;10
475936;230920;0;258;237;138;370;20;06/06/2019;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;4;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;4;5; ;1; ; ; ;5; ;1;4;10
475936;230920;0;257;273;138;249;18;03/04/2019;2309201;23;2;Nova Olinda;14256;9696;4560;Pequeno I;284,401;0;31.08.2022;8/31/2022;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;4;5; ;1; ; ; ;5; ;1;4;10
